Customer ID,Gender,Age,Subscription Plan,Contract Type,Payment Method,Monthly Fee,Total Spent,Churn
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Male,60,Premium,Monthly,Credit Card,84.1,1850.2,No
6502d6a2-ca6a-4224-971e-16cc5da36f1b,Female,64,Basic,Quarterly,Debit Card,31.77,190.62,No
1fa382e8-895c-4d99-83b3-8eb403902c5d,Female,34,Standard,Quarterly,PayPal,54.36,815.4,No
bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,Female,69,Basic,Yearly,Credit Card,96.71,580.26,No
618ae305-95a5-4afa-831d-029fac1e86d8,Male,45,Premium,Monthly,Bank Transfer,21.84,262.08,Yes
5f18e583-f0b6-483f-a377-f6f1d289f0ab,Male,59,Premium,Yearly,Debit Card,43.1,215.5,Yes
78b2b549-3bdb-409e-acc2-16a01bbc91f7,Female,49,Basic,Monthly,Credit Card,76.51,535.57,No
f1738856-e25d-46eb-9e9a-9f83066803ee,Female,29,Premium,Monthly,Bank Transfer,59.35,237.4,No
9c2e58de-ea4e-4617-93f8-382b8fb864e4,Male,49,Premium,Monthly,PayPal,80.23,641.84,Yes
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,Male,21,Premium,Monthly,Credit Card,94.36,188.72,No
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Male,40,Standard,Quarterly,Bank Transfer,94.85,474.25,No
1dde7969-6886-43db-a634-8e784d5c55c7,Female,67,Premium,Yearly,Bank Transfer,16.8,151.2,Yes
0986bbeb-f23e-423d-8b9b-d93423c86d30,Female,61,Premium,Quarterly,Credit Card,66.02,660.2,No
1dba1267-7e1c-45a1-bef5-18a64dead645,Male,28,Basic,Monthly,Bank Transfer,67.24,1008.6,Yes
899ca782-e323-4d1a-bc1b-dacc18e19331,Male,60,Basic,Monthly,PayPal,92.57,2036.54,No
5efa9c5b-7421-4f46-a37e-4b0122bae10e,Male,48,Basic,Quarterly,Debit Card,72.11,1297.98,Yes
b24cc64f-be3e-4e57-b30a-9e32aba4fc03,Female,58,Premium,Quarterly,Credit Card,96.21,192.42,Yes
965befdf-6b4b-4411-8a4a-0e2df22b5b98,Male,38,Standard,Monthly,Debit Card,34.72,763.84,No
e2aa7a5d-278e-400d-ba02-66efbe055787,Female,27,Standard,Monthly,PayPal,13.95,83.7,No
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,Female,62,Premium,Monthly,Credit Card,98.31,1278.03,No
f065c817-687a-4850-9d9b-62317d45d8ef,Male,45,Standard,Monthly,Bank Transfer,67.29,1076.64,No
b0b63bcf-0860-4833-879d-0cdaf396ea37,Male,43,Standard,Monthly,Bank Transfer,33.36,600.48,No
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,Male,55,Standard,Quarterly,Debit Card,11.28,135.36,No
5cd8fe1a-dafe-48a9-bc71-e0bef3579560,Male,51,Basic,Yearly,PayPal,56.93,113.86,No
